adult,budget,original_language,popularity,revenue,runtime,title,vote_average,vote_count,genres_list,production_companies_list,production_countries_list,spoken_languages_list,release_year,movieId
False,245000000,en,24.926577,880674609.0,148.0,Spectre,6.3,4552.0,"['Action', 'Adventure', 'Crime']","['Columbia Pictures', 'Danjaq']","['United Kingdom', 'United States of America']","['Français', 'English', 'Español', 'Italiano', 'Deutsch']",2015,136020
False,30000000,en,16.224866,34441873.0,122.0,Steve Jobs,6.8,1608.0,"['Drama', 'History']","['Universal Pictures', 'Scott Rudin Productions', 'Legendary Pictures', 'The Mark Gordon Company', 'Cloud Eight Films']",['United States of America'],['English'],2015,136562
False,15000000,en,12.493466,12601706.0,113.0,Macbeth,6.4,497.0,"['History', 'Drama', 'War']","['Studio Canal', 'See-Saw Films', 'Creative Scotland', 'Anton Capital Entertainment (ACE)', 'DMC Films']","['France', 'United Kingdom', 'United States of America']",['English'],2015,136564
False,31000000,en,11.33038,104384188.0,99.0,Vacation,6.1,1218.0,['Comedy'],"['New Line Cinema', 'BenderSpink', 'David Dobkin Productions']",['United States of America'],['English'],2015,136598
False,250000000,en,31.435879,873260194.0,151.0,Batman v Superman: Dawn of Justice,5.7,7189.0,"['Action', 'Adventure', 'Fantasy']","['DC Comics', 'Atlas Entertainment', 'Warner Bros.', 'DC Entertainment', 'Cruel & Unusual Films', 'RatPac-Dune Entertainment']",['United States of America'],['English'],2016,136864
False,14800000,en,8.76993,122513057.0,115.0,Magic Mike XXL,6.2,716.0,"['Comedy', 'Drama', 'Music']","['Warner Bros.', 'Iron Horse Entertainment (II)']",['United States of America'],['English'],2015,137595
False,175000000,en,17.432758,966550600.0,106.0,The Jungle Book,6.7,2977.0,"['Family', 'Adventure', 'Drama', 'Fantasy']","['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures', 'Fairview Entertainment', 'Moving Picture Company (MPC)']","['United Kingdom', 'United States of America']",['English'],2016,137857
False,5000000,ja,11.350372,61768190.0,93.0,Dragon Ball Z: Resurrection 'F',6.8,377.0,"['Action', 'Adventure', 'Animation', 'Fantasy']","['Toei Animation', 'Twentieth Century Fox']","['United States of America', 'Japan']",['日本語'],2015,137863
False,75000000,en,14.656875,108145109.0,116.0,The Man from U.N.C.L.E.,7.1,2306.0,"['Comedy', 'Action', 'Adventure']","['Davis Entertainment', 'Warner Bros.', 'Wigram Productions', 'RatPac-Dune Entertainment']",['United States of America'],"['Italiano', 'English', 'Pусский', 'Deutsch']",2015,138036
False,35000000,en,9.425787,61181942.0,123.0,The Walk,6.9,1151.0,"['Adventure', 'Drama', 'Thriller']","['TriStar Pictures', 'Sony Pictures Entertainment', 'ImageMovers']",['United States of America'],"['Français', 'English']",2015,138208
False,6000000,it,5.219214,35000000.0,110.0,Welcome to the North,5.6,276.0,['Comedy'],"['Medusa Film', 'Cattleya']",['Italy'],['Italiano'],2012,138300
False,100000,en,7.51505,42664410.0,87.0,The Gallows,4.9,370.0,"['Horror', 'Thriller']","['New Line Cinema', 'Blumhouse Productions', 'Tremendum Pictures']",['United States of America'],['English'],2015,138610
False,20000000,en,9.188583,208588.0,113.0,Dark Places,5.7,488.0,"['Drama', 'Mystery', 'Thriller']","['Denver and Delilah Productions', 'Mandalay Vision', 'Exclusive Media Group', 'Hugo Productions', 'Cuatro Plus Films', 'Da Vinci Media Ventures', 'Daryl Prince Productions']","['France', 'United Kingdom', 'United States of America']",['English'],2015,139052
False,1300000,tr,6.49255,250000.0,97.0,Mustang,8.0,378.0,['Drama'],"['Filmförderungsanstalt (FFA)', 'Canal+', 'Doha Film Institute', 'Ciné+', 'ZDF/Arte', 'Centre National de la Cinématographie (CNC)', 'Kinology', 'Film- und Medienstiftung NRW', 'CG Cinéma', 'Doha Film Institute, The', 'Vistamar Filmproduktion', 'Uhlandfilm', 'Bam Film', 'Turkish Culture Ministry']","['Qatar', 'France', 'Germany', 'Turkey']",['Türkçe'],2015,139120
False,135000000,en,23.501228,532950503.0,156.0,The Revenant,7.3,6558.0,"['Western', 'Drama', 'Adventure', 'Thriller']","['Regency Enterprises', 'Appian Way', 'CatchPlay', 'Anonymous Content', 'New Regency Pictures', 'Hong Kong Alpha Motion Pictures Co.', 'RatPac Entertainment', 'M Productions', 'Monarchy Enterprises S.a.r.l.']","['Canada', 'Hong Kong', 'Taiwan', 'United States of America']","['English', 'Français']",2015,139385
False,11000000,en,6.862812,27391084.0,95.0,Irrational Man,6.3,600.0,"['Mystery', 'Drama']","['Sony Pictures', 'Gravier Productions', 'Perdido Productions']",['United States of America'],['English'],2015,139415
False,30000000,en,12.370126,91709827.0,123.0,Southpaw,7.3,2112.0,"['Action', 'Drama']","['Escape Artists', 'Riche-Ludwig Productions']",['United States of America'],['English'],2015,139642
False,30000000,en,19.511221,84025816.0,121.0,Sicario,7.2,2465.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Lionsgate', 'Thunder Road Pictures', 'Black Label Media']",['United States of America'],"['Español', 'English']",2015,139644
False,8000000,en,10.428421,5659286.0,90.0,Anomalisa,6.9,472.0,"['Animation', 'Comedy', 'Drama', 'Romance']",['Starburns Industries'],['United States of America'],['English'],2015,139855
False,14000000,en,10.156891,3621046.0,120.0,Colonia,7.4,566.0,"['Drama', 'Romance', 'History']","['Majestic Filmproduktion', 'Rat Pack Filmproduktion', 'Iris productions', 'Fred Films']","['United Kingdom', 'France', 'Germany', 'Luxembourg']","['English', 'Español']",2016,139857
False,35000000,en,15.651705,194564672.0,121.0,The Intern,7.1,1926.0,['Comedy'],"['Waverly Films', 'Warner Bros.']",['United States of America'],['English'],2015,140110
False,3000000,en,2.328321,249083.0,134.0,Love,5.2,449.0,"['Drama', 'Romance']","['Wild Bunch', 'Les Cinémas de la Zone', 'Rectangle Productions', 'Scope Pictures', 'RT Features']","['Belgium', 'France']",['English'],2015,140162
False,6000000,en,12.443291,35401758.0,117.0,Room,8.1,2838.0,"['Drama', 'Thriller']","['Téléfilm Canada', 'Element Pictures', 'Irish Film Board', 'FilmNation Entertainment', 'No Trace Camping', 'Elevation Pictures']","['Canada', 'Ireland']",['English'],2015,140174
False,5000000,en,8.585856,58978653.0,108.0,The Gift,6.7,1077.0,"['Thriller', 'Mystery']","['Blumhouse Productions', 'Blue-Tongue Films', 'Huayi Brothers Media', 'STX Entertainment', 'Ahimsa Films']",['United States of America'],['English'],2015,140247
False,3500000,en,11.840138,40423945.0,92.0,The Witch,6.3,1471.0,"['Mystery', 'Horror']","['Parts and Labor', 'RT Features', 'Rooks Nest Entertainment', 'Maiden Voyage Pictures', 'Pulse Films', 'Scythia Films', 'Code Red Productions', 'Mott Street Pictures', 'Very Special Projects']","['Canada', 'United States of America']",['English'],2016,140267
False,5000000,en,15.021058,98450062.0,94.0,The Visit,6.0,1405.0,"['Horror', 'Thriller']","['Blumhouse Productions', 'Blinding Edge Pictures']",['United States of America'],['English'],2015,140523
False,19500000,en,6.79115,34854990.0,111.0,Secret in Their Eyes,6.2,341.0,"['Crime', 'Drama', 'Mystery']","['Ingenious Media', 'Gran Via Productions', 'IM Global', 'STX Entertainment', 'Route One Entertainment', 'Union Investment Partners', 'SITE Productions', ""Willie's Movies""]","['Spain', 'United Kingdom', 'United States of America']",['English'],2015,140525
False,28000000,en,9.534828,27139524.0,96.0,American Ultra,6.0,1099.0,"['Comedy', 'Action']","['Lionsgate', 'Likely Story', 'FilmNation Entertainment', 'Circle of Confusion', 'The Bridge Finance Company', 'Merced Media Partners', 'PalmStar Media']","['Switzerland', 'United States of America']",['English'],2015,140711
False,5000000,en,14.13262,54418872.0,103.0,No Escape,6.7,798.0,"['Action', 'Thriller']","['Bold Films', 'Living Films', 'Brothers Dowdle Productions']",['United States of America'],"['Français', 'English', 'ภาษาไทย']",2015,140713
False,28000000,en,21.183077,201634991.0,147.0,Straight Outta Compton,7.7,1381.0,"['Drama', 'Music']","['New Line Cinema', 'Universal Pictures', 'Legendary Pictures', 'Cube Vision', 'Broken Chair Flickz', 'Crucial Films']",['United States of America'],['English'],2015,140715
False,60000000,en,12.975936,101134059.0,124.0,Joy,6.4,1619.0,"['Drama', 'Comedy']","['Davis Entertainment', 'Annapurna Pictures', 'TSG Entertainment']",['United States of America'],"['Español', 'English']",2015,140928
False,40000000,en,9.447808,34227298.0,109.0,Victor Frankenstein,5.6,697.0,"['Drama', 'Science Fiction', 'Thriller']","['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'Moving Picture Company (MPC)', 'TSG Entertainment']","['United Kingdom', 'United States of America']",['English'],2015,141004
False,16000000,en,19.803969,2084628.0,101.0,Equals,5.9,386.0,"['Drama', 'Romance', 'Science Fiction']","['Scott Free Productions', 'Infinite Frameworks Studios', 'Freedom Media', 'Route One Entertainment']",['United States of America'],['English'],2015,141397
False,15000000,en,20.683405,14860766.0,93.0,Scouts Guide to the Zombie Apocalypse,6.2,526.0,"['Comedy', 'Horror']","['Paramount Pictures', 'Oops Doughnuts Productions', 'Broken Road Productions', 'Brucks Entertainment']",['United States of America'],['English'],2015,141408
False,14000000,en,8.093442,16002420.0,106.0,Suffragette,7.1,440.0,"['Drama', 'History']","['Ruby Films', 'Pathé']",['United Kingdom'],"['English', 'Deutsch']",2015,141422
False,6000000,en,9.023686,11122090.0,96.0,We Are Your Friends,6.3,673.0,"['Drama', 'Music', 'Romance']",['Working Title Films'],"['United Kingdom', 'United States of America', 'France']","['English', 'Italiano']",2015,141648
False,25000000,en,11.187833,42972994.0,131.0,Legend,6.7,994.0,"['Crime', 'Thriller']","['Working Title Films', 'Cross Creek Pictures', 'Anton Capital Entertainment (ACE)']","['United Kingdom', 'United States of America', 'France']",['English'],2015,141688
False,15000000,en,11.245661,64191523.0,120.0,The Danish Girl,7.4,1689.0,['Drama'],"['Pretty Pictures', 'Working Title Films', 'Artémis Productions', 'Le Tax Shelter du Gouvernement Fédéral de Belgique', 'Taxshelter. be', 'Shelter Productions', 'Senator Global Productions', 'Kvinde Films', 'ReVision Pictures', 'Copenhagen Film Fund']","['Germany', 'United Kingdom', 'United States of America', 'Belgium', 'Denmark']","['English', 'Français', 'Deutsch']",2015,141749
False,5000000,en,8.4702,3220371.0,95.0,Green Room,6.7,696.0,"['Horror', 'Crime', 'Thriller']","['Film Science', 'Broad Green Pictures']",['United States of America'],['English'],2016,141866
False,6000000,en,11.732546,9077700.0,137.0,Beasts of No Nation,7.6,476.0,"['Drama', 'War']","['Participant Media', 'Focus Features', 'Red Crown Productions']",['United States of America'],['English'],2015,141890
False,25000000,en,11.007319,72629670.0,96.0,The Transporter Refueled,5.3,573.0,"['Thriller', 'Action', 'Crime']",['EuropaCorp'],"['Belgium', 'China', 'France']",['English'],2015,142032
False,2500000,en,11.898793,6341684.0,99.0,Knock Knock,4.9,880.0,"['Drama', 'Thriller']","['Universum Film (UFA)', 'Dragonfly Entertainment', 'Black Bear Pictures', 'Sobras International Pictures', 'Camp Grey', 'Lionsgate Premiere']","['Chile', 'United States of America']","['Español', 'English']",2015,142074
False,10000000,en,6.925667,1978592.0,101.0,Demolition,6.6,661.0,"['Comedy', 'Drama']","['Sidney Kimmel Entertainment', 'Mr. Mudd Production', 'Right of Way Films', 'Black Label Media']",['United States of America'],['English'],2016,142222
False,25000000,en,10.516094,52395996.0,101.0,The Night Before,6.1,548.0,['Comedy'],"['Sony Pictures', 'Point Grey Pictures', 'Good Universe']",['United States of America'],['English'],2015,142422
False,55000000,en,10.758754,203427584.0,121.0,Everest,6.7,1805.0,"['Adventure', 'Drama']","['Universal Pictures', 'Working Title Films', 'Walden Media', 'Cross Creek Pictures', 'Free State Pictures', 'RVK Studios']","['Iceland', 'United States of America', 'United Kingdom']",['English'],2015,142448
False,20000000,en,14.63239,88346473.0,128.0,Spotlight,7.8,2751.0,"['Drama', 'Thriller', 'History']","['Universal Pictures', 'Participant Media', 'Anonymous Content', 'Rocklin / Faust', 'First Look Media']","['Canada', 'United States of America']",['English'],2015,142488
False,1000000,hu,6.403937,1777043.0,107.0,Son of Saul,7.1,285.0,"['War', 'Drama', 'Thriller']","['Laokoon Filmgroup', 'Hungarian National Film Fund']",['Hungary'],"['Français', 'Deutsch', 'ελληνικά', 'עִבְרִית', 'Magyar', 'Polski', 'Pусский', 'Slovenčina', '']",2015,142492
False,19000000,en,7.399209,5578519.0,115.0,Pawn Sacrifice,6.7,272.0,"['Thriller', 'Drama']","['PalmStar Media', 'Gail Katz Productions']",['United States of America'],['English'],2015,142507
False,10000000,en,14.544852,14333790.0,97.0,Hardcore Henry,6.2,780.0,"['Action', 'Adventure', 'Science Fiction']","['Bazelevs Production', 'Huayi Brothers Media', 'Versus Pictures']","['Russia', 'United States of America']","['English', 'Pусский']",2015,142509
False,20000000,en,8.066726,36606743.0,100.0,Burnt,6.3,974.0,['Drama'],"['Double Feature Films', 'PeaPie Films']",['United States of America'],"['Français', 'English']",2015,142536
False,64000000,en,11.376954,97571250.0,92.0,The Little Prince,7.6,771.0,"['Adventure', 'Animation', 'Fantasy']","['Onyx Films', 'NetFlix', 'Orange Studios', 'CityMation', 'On Entertainment', 'Zippcast Films']",['France'],['English'],2015,143245
False,149000000,en,294.337037,820580447.0,141.0,Wonder Woman,7.2,5025.0,"['Action', 'Adventure', 'Fantasy']","['Dune Entertainment', 'Atlas Entertainment', 'Warner Bros.', 'DC Entertainment', 'Cruel & Unusual Films', 'TENCENT PICTURES', 'Wanda Pictures']",['United States of America'],"['Deutsch', 'English']",2017,143355
False,18000000,en,88.439243,20497844.0,110.0,The Circle,5.4,1015.0,"['Drama', 'Thriller', 'Science Fiction']","['Likely Story', 'Playtone', 'Image Nation']",['United States of America'],['English'],2017,143365
False,46000000,en,14.16938,23737523.0,161.0,Silence,7.0,754.0,"['Drama', 'History']","['CatchPlay', 'Waypoint Entertainment', 'Cappa Defina Productions', 'Sikelia Productions', 'Fábrica de Cine', 'Emmett Furla Oasis Films (EFO Films)', 'SharpSword Films']","['Mexico', 'Taiwan', 'United States of America']","['日本語', 'English']",2016,143367
False,40000000,en,13.707888,165478348.0,141.0,Bridge of Spies,7.2,2633.0,"['Thriller', 'Drama']","['DreamWorks SKG', 'Amblin Entertainment', 'Studio Babelsberg', 'Marc Platt Productions', 'Participant Media', 'Reliance Entertainment', 'TSG Entertainment']","['India', 'United States of America', 'Germany']","['Pусский', 'English', 'Deutsch']",2015,143385
False,22000000,en,11.241366,63647656.0,106.0,"Hail, Caesar!",5.7,1338.0,"['Comedy', 'Drama', 'Mystery']","['Universal Pictures', 'Mike Zoss Productions', 'Working Title Films']",['United States of America'],['English'],2016,143859
False,3196621,de,6.704659,25513752.0,116.0,Look Who's Back,6.8,462.0,['Comedy'],['Constantin Film'],['Germany'],['Deutsch'],2015,143969
False,58000000,en,12.365292,158162788.0,103.0,Goosebumps,6.2,1022.0,"['Adventure', 'Horror', 'Comedy']","['Columbia Pictures', 'Village Roadshow Pictures', 'Original Film', 'Sony Pictures Animation', 'Sony Pictures Entertainment (SPE)', 'Scholastic Entertainment', 'LStar Capital']","['Australia', 'United States of America']",['English'],2015,144620
False,10000000,en,9.185701,78096553.0,88.0,Paranormal Activity: The Ghost Dimension,5.0,435.0,"['Horror', 'Thriller']","['Paramount Pictures', 'Blumhouse Productions']",['United States of America'],['English'],2015,144982
False,11930000,en,7.95686,18340000.0,118.0,The Dressmaker,6.9,419.0,['Drama'],"['Screen Australia', 'Film Art Media', 'White Hot Productions', 'Ingenious Senior Film Fund', 'Embankment Films']",['Australia'],['English'],2015,145150
False,15000000,en,7.358726,8235661.0,124.0,Trumbo,7.3,507.0,['Drama'],"['Groundswell Productions', 'Inimitable Pictures', 'ShivHans Pictures']",['United States of America'],['English'],2015,145418
False,35000000,en,7.739783,50363790.0,123.0,Concussion,7.0,844.0,['Drama'],"['Columbia Pictures', 'Village Roadshow Pictures', 'Scott Free Productions', 'LStar Capital', 'The Cantillon Company', 'The Shuman Company']","['Australia', 'United States of America', 'United Kingdom']",['English'],2015,145839
False,99000000,en,12.338346,246233113.0,88.0,The Peanuts Movie,6.5,608.0,['Animation'],"['Blue Sky Studios', 'Twentieth Century Fox Animation']",['United States of America'],['English'],2015,145935
False,37000000,en,33.449723,173567581.0,133.0,Creed,7.3,1963.0,['Drama'],"['New Line Cinema', 'Warner Bros.', 'Metro-Goldwyn-Mayer (MGM)', 'Chartoff Winkler Productions']",['United States of America'],['English'],2015,146656
False,8900000,en,8.476315,4100000.0,93.0,Heist,5.6,322.0,"['Crime', 'Action', 'Thriller']","['Emmett/Furla Films', 'Silver Plane Films', 'Mass Hysteria Entertainment', 'Tri Vision Pictures']",['United States of America'],['English'],2015,146900
False,105000000,en,7.291872,133718711.0,114.0,Point Break,5.5,795.0,"['Action', 'Crime', 'Thriller']","['Studio Babelsberg', 'Alcon Entertainment', 'DMG Entertainment', 'Ehman Productions']","['Germany', 'United States of America', 'China']",['English'],2015,147847
False,5904067,no,6.982302,12975143.0,104.0,The Wave,6.5,317.0,"['Action', 'Drama', 'Thriller']","['Fantefilm', 'Film Väst']",['Norway'],['Norsk'],2015,148369
False,28000000,en,13.143061,133346506.0,130.0,The Big Short,7.3,2679.0,"['Comedy', 'Drama']","['Paramount Pictures', 'Plan B Entertainment', 'Regency Enterprises']",['United States of America'],['English'],2015,148626
False,38000000,en,8.898988,112343513.0,110.0,How to Be Single,5.9,1225.0,"['Comedy', 'Romance']","['New Line Cinema', 'Flower Films', 'Metro-Goldwyn-Mayer Pictures']",['United States of America'],['English'],2016,148956
False,20000000,en,6.785049,21164799.0,92.0,Fifty Shades of Black,4.3,337.0,"['Romance', 'Comedy']",['Open Road Films (II)'],['United States of America'],['English'],2016,149186
False,22500000,en,18.908782,29252978.0,116.0,Nocturnal Animals,7.2,1990.0,"['Drama', 'Thriller']","['Universal Pictures', 'Artina Films', 'Fade to Black Productions', 'Focus Features']",['United States of America'],['English'],2016,149334
False,50000000,en,8.009226,242786137.0,96.0,Daddy's Home,5.8,870.0,['Comedy'],"['Paramount Pictures', 'Gary Sanchez Productions', 'Red Granite Pictures']",['United States of America'],['English'],2015,149352
False,30000000,en,13.799419,105011053.0,118.0,Sisters,5.8,593.0,['Comedy'],['Little Stranger'],['United States of America'],['English'],2015,149354
False,28000000,en,7.954623,16374328.0,108.0,Pride and Prejudice and Zombies,5.5,662.0,"['Romance', 'Horror', 'Comedy', 'Thriller']","['Lionsgate', 'Handsomecharlie Films', 'Cross Creek Pictures', 'Darko Entertainment', 'Panorama Media', 'QC Entertainment']",['United States of America'],['English'],2016,149830
False,25000000,en,8.826071,1397284.0,98.0,Jane Got a Gun,5.4,293.0,"['Action', 'Drama', 'Western']","['Handsomecharlie Films', 'Unanimous Pictures', 'Straight Up Films', 'Scott Pictures']",['United States of America'],['English'],2016,150258
False,10000000,en,7.384688,40055439.0,95.0,The Forest,4.8,478.0,"['Horror', 'Thriller']","['Lava Bear Films', 'AI-Film', 'Phantom Four Films']",['United States of America'],['English'],2016,150294
False,23000000,en,7.528276,46152411.0,106.0,Eddie the Eagle,7.2,682.0,"['Comedy', 'Drama', 'History']","['Studio Babelsberg', 'Twentieth Century Fox Film Corporation', 'Marv Films', 'Saville Productions']","['Germany', 'United Kingdom', 'United States of America']","['English', 'Deutsch', 'Norsk']",2016,151455
False,10000000,en,17.028854,64188367.0,97.0,The Boy,5.8,1133.0,"['Horror', 'Mystery', 'Thriller']","['Lakeshore Entertainment', 'Vertigo Entertainment', 'Diamond Films', 'Showtime Networks', 'STX Entertainment']","['United States of America', 'China', 'Canada']",['English'],2016,151639
False,20000000,en,8.759801,46069568.0,107.0,Risen,5.7,300.0,['Action'],"['Columbia Pictures', 'Affirm Films', 'LD Entertainment', 'Patrick Aiello Productions']",['United States of America'],['English'],2016,151687
False,11500000,en,16.290586,94073028.0,102.0,Dirty Grandpa,5.7,1429.0,['Comedy'],"['Lionsgate', 'Josephson Entertainment', 'QED International', ""Ninjas Runnin' Wild Productions"", 'Covert Media', 'BillBlock Media']",['United States of America'],['English'],2016,151739
False,80000000,en,10.385757,52099090.0,114.0,The Finest Hours,6.3,597.0,"['Action', 'Drama', 'History', 'Thriller']","['Walt Disney Pictures', 'Whitaker Entertainment', 'Bergsten Music', 'Red Hawk Entertainment']",['United States of America'],['English'],2016,151777
False,20000000,en,34.34759,207945075.0,110.0,Me Before You,7.6,2674.0,"['Drama', 'Romance']","['New Line Cinema', 'Sunswept Entertainment', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],['English'],2016,152017
False,140000000,en,13.337707,150680864.0,127.0,Gods of Egypt,5.2,1303.0,['Fantasy'],"['Summit Entertainment', 'Mystery Clock Cinema', 'Thunder Road Pictures', 'TIK Films', 'Pyramania']","['Australia', 'United States of America']",['English'],2016,152063
False,5000000,en,7.979302,24804129.0,134.0,Race,7.0,492.0,"['Action', 'Drama']","['Forecast Pictures', 'Solofilms', 'JoBro Productions & Film Finance', 'Trinity Race']","['Canada', 'Germany']",['English'],2016,152071
False,60000000,en,15.037993,205754447.0,99.0,London Has Fallen,5.8,1656.0,"['Action', 'Crime', 'Thriller']","['Millennium Films', 'LHF Film', 'Gerard Butler Alan Siegel Entertainment', 'Nu Boyana Film Studios']","['Bulgaria', 'United States of America', 'United Kingdom']",['English'],2016,152079
False,150000000,en,26.024868,1023784195.0,108.0,Zootopia,7.7,4961.0,"['Animation', 'Adventure', 'Family', 'Comedy']","['Walt Disney Pictures', 'Walt Disney Animation Studios']",['United States of America'],['English'],2016,152081
False,35000000,en,8.155604,23083334.0,112.0,Whiskey Tango Foxtrot,6.0,356.0,"['War', 'Comedy']","['Paramount Pictures', 'Broadway Video', 'Little Stranger']",['United States of America'],['English'],2016,152083
False,35000000,en,13.912531,25182929.0,83.0,Grimsby,5.7,794.0,"['Action', 'Comedy']","['Columbia Pictures', 'Village Roadshow Pictures', 'Big Talk Productions', 'Sony Pictures Releasing', 'Sony Pictures Entertainment (SPE)', 'Working Title Films', 'Blue Sky Films', 'LStar Capital', 'Four by Two Films']","['Australia', 'United Kingdom', 'United States of America']",['English'],2016,152091
False,7000000,en,13.410522,1333124.0,117.0,The Neon Demon,6.4,926.0,"['Thriller', 'Horror']","['Bold Films', 'Amazon Studios', 'Vendian Entertainment', 'Space Rocket Nation']","['Denmark', 'France', 'United States of America']",['English'],2016,155064
False,13000000,en,10.564701,18704595.0,102.0,Eye in the Sky,7.2,532.0,"['Drama', 'Thriller', 'War']","['Entertainment One', 'Moonlighting Films', 'Raindog Films']",['United Kingdom'],"['Somali', 'English']",2015,155288
False,8000000,en,7.317816,34694.0,95.0,Mr. Right,6.3,395.0,"['Action', 'Comedy', 'Romance']","['Amasia Entertainment', 'Circle of Confusion']",['United States of America'],['English'],2016,155509
False,29000000,en,10.829116,48902953.0,110.0,Florence Foster Jenkins,6.7,409.0,"['Comedy', 'Drama']","['BBC Films', 'Qwerty Films', 'Pathé']","['United Kingdom', 'United States of America']",['English'],2016,155659
False,15000000,en,7.942084,20566327.0,94.0,Keanu,6.0,434.0,"['Action', 'Comedy']",['New Line Cinema'],['United States of America'],['English'],2016,155820
False,10000000,en,6.737797,3400278.0,116.0,Everybody Wants Some!!,6.3,419.0,['Comedy'],['Annapurna Pictures'],['United States of America'],['English'],2016,156371
False,4000000,en,10.672862,13624522.0,106.0,Sing Street,8.0,669.0,"['Romance', 'Drama', 'Music']","['Cosmo-Films', 'Likely Story', 'FilmNation Entertainment', 'Filmwave Pictures', 'PalmStar Media', 'Distressed Films']","['Ireland', 'United Kingdom', 'United States of America']",['English'],2016,156387
False,5000000,en,10.300307,2152738.0,118.0,Paterson,7.0,311.0,"['Comedy', 'Drama', 'Romance']","['Amazon Studios', 'Animal Kingdom', 'Inkjet Productions']","['France', 'Germany', 'United States of America']",['English'],2016,156605
False,115000000,en,17.260203,164602163.0,114.0,The Huntsman: Winter's War,6.0,1575.0,"['Action', 'Adventure', 'Drama']","['Universal Pictures', 'Perfect World Pictures', 'Roth Films']",['United States of America'],['English'],2016,156607
False,27000000,en,11.953822,93282604.0,98.0,Money Monster,6.5,1096.0,['Thriller'],"['TriStar Pictures', 'Sony Pictures Releasing', 'Smokehouse Pictures', 'LStar Capital', 'Allegiance Theater']",['United States of America'],['English'],2016,157200
False,30000000,en,10.000208,57814445.0,87.0,Nine Lives,5.5,289.0,"['Fantasy', 'Comedy', 'Family']","['EuropaCorp', 'Fundamental Films']","['China', 'France']",['English'],2016,157224
False,10000000,en,8.28378,18730891.0,111.0,The Choice,6.7,527.0,"['Drama', 'Romance']","['Lionsgate', 'Nicholas Sparks Productions']",['United States of America'],['English'],2016,157274
False,200000000,en,14.477677,1028570889.0,97.0,Finding Dory,6.8,4333.0,"['Adventure', 'Animation', 'Comedy', 'Family']","['Walt Disney Pictures', 'Pixar Animation Studios', 'Hurwitz Creative']",['United States of America'],['English'],2016,157296
False,29000000,en,7.533146,78636257.0,91.0,The Boss,5.5,441.0,['Comedy'],['Universal Pictures'],['United States of America'],['English'],2016,157312
False,20000000,en,12.119295,14397593.0,92.0,Bastille Day,6.0,378.0,['Action'],"['StudioCanal', 'Canal+', 'Vendome Pictures', 'Anonymous Content', 'Anton Capital Entertainment (ACE)', 'Amazon Prime Instant Video']","['Luxembourg', 'France', 'United Kingdom', 'United States of America']","['English', 'Français']",2016,157326
False,50000000,en,10.223582,25035950.0,139.0,Free State of Jones,6.6,439.0,"['War', 'Action', 'Drama', 'History', 'Thriller']","['Larger Than Life Productions', 'Vendian Entertainment', 'Route One Films']",['United States of America'],"['English', 'Deutsch']",2016,157338
False,73000000,en,11.171927,349779543.0,97.0,The Angry Birds Movie,5.9,1048.0,"['Family', 'Animation']","['Columbia Pictures', 'Rovio Entertainment', 'Sony Pictures Imageworks (SPI)', 'Rovio Mobile', 'Rovio Animation']","['Finland', 'United States of America']",['English'],2016,157340
False,25000000,en,8.309565,48418160.0,118.0,Mother's Day,5.8,391.0,['Comedy'],"['Open Road Films (II)', 'Gulfstream Pictures', 'PalmStar Media', 'Capacity Pictures', 'May Day Movies', 'Rice Films', 'Triad Film Works', 'Beatnik Films']",['United States of America'],['English'],2016,157667
False,40000000,en,14.384554,37279439.0,134.0,Snowden,7.0,1285.0,"['Drama', 'Thriller']","['Endgame Entertainment', 'Onda Entertainment', 'KrautPack Entertainment']","['Germany', 'United States of America']",['English'],2016,157699
False,50000000,en,16.075615,62788218.0,116.0,The Nice Guys,7.0,2382.0,"['Action', 'Comedy', 'Crime', 'Thriller']","['Silver Pictures', 'Warner Bros.', 'Waypoint Entertainment', 'Bloom', 'Nice Guys', 'Misty Mountains']","['United Kingdom', 'United States of America']",['English'],2016,158238
False,30000000,en,9.104543,4212494.0,97.0,A Hologram for the King,5.8,347.0,"['Comedy', 'Drama']","['X-Filme Creative Pool', 'Kasbah-Film Tanger', 'Playtone', 'Fábrica de Cine', 'Primeridian Entertainment']","['Mexico', 'France', 'Germany', 'United Kingdom', 'United States of America']","['العربية', 'English', 'Italiano']",2016,158260
False,17000000,en,13.689175,119100758.0,86.0,The Shallows,6.2,1619.0,"['Horror', 'Drama', 'Thriller']","['Columbia Pictures', 'Ombra Films', 'Weimaraner Republic Pictures']",['United States of America'],['English'],2016,158528
False,8575000,ko,16.727405,1983204.0,145.0,The Handmaiden,8.1,453.0,"['Thriller', 'Drama', 'Romance']","['CJ Entertainment', 'Moho Film', 'Yong Film']",['South Korea'],"['日本語', '한국어/조선말']",2016,158783
False,170000000,en,14.61608,299370084.0,113.0,Alice Through the Looking Glass,6.5,1782.0,"['Family', 'Fantasy']","['Walt Disney Pictures', 'Team Todd', 'Tim Burton Productions', 'Roth Films']","['United Kingdom', 'United States of America']",['English'],2016,158813
